Date,Jday,RB WY01,RB WY02,RB WY03,RB WY04,RB WY05,RB WY06,RB WY07,RB WY08,RB WY09,RB WY10,RB WY11,RB WY12,RB WY13,RB WY14,RB WY15,RB WY16,RB WY17,RB WY18,RB WY19,WB WY01,WB WY02,WB WY03,WB WY04,WB WY05,WB WY06,WB WY07,WB WY08,WB WY09,WB WY10,WB WY11,WB WY12,WB WY13,WB WY14,WB WY15,WB WY16,WB WY17,WB WY18,WB WY19,RB average 01-16,WB average 01-15,RB avg mm,WB avg mm,RB cum mm,WB cum mm
29-Dec,90,4.3,3.7,5,10,8.4,8,8.2,7.4,27,4.8,3.6,10,6.1,6.6,14,12.9,9.38,3.43,41.9,4.6,0.91,2.4,17,7.5,5.6,5.4,11,39,5.4,4.7,12,7.8,4.8,14,10.8,10.7,4.69,45.4,10.25,11.25,2.61,2.35,287.86,317.72
30-Dec,91,4.2,3.6,4.8,11,7,15,7.8,7,12,4.7,4,8.5,5.6,6.4,8.2,10.7,7.93,3.31,15.9,4.6,0.9,2.8,24,6.9,12,8.6,12,18,5.2,4.7,11,6,5,8,8.17,10.1,4.56,13,7.77,8.71,1.98,1.82,289.85,319.55
31-Dec,92,4.1,3.6,9,10,9,7.4,7.4,6.8,9.4,4.7,4.6,5.1,5.2,5.8,11,8.8,7.45,3.21,11.9,6.7,0.9,15,17,9.5,7,7.5,12,14,4.5,4.6,5.3,5.4,5,13,8.39,10.7,4.43,14.8,7.08,8.72,1.8,1.82,291.65,321.37
1-Jan,93,4,3.5,25,9.6,12,6,7,6.6,7.6,4.8,9,6.6,4.9,5.2,13,7.27,6.7,3.11,14,7.2,0.9,30,14,16,7.6,4,9.2,10,4.4,10,7.8,5,5.2,16,8.47,10.1,4.3,17.3,8.2,9.87,2.09,2.06,293.74,323.43
2-Jan,94,3.9,3.5,11,9.4,10,5.4,6.6,6.4,6.6,4.8,17,7.6,4.8,4.9,8.5,6.34,5.89,3.09,10.1,6.9,0.91,8,13,7.9,3.8,4.7,6.3,9,4.2,18,8.5,4.7,4.5,8.5,7.35,9.4,4.17,6.91,7.15,7.2,1.82,1.51,295.56,324.94
3-Jan,95,3.8,3.4,10,9.2,10,5.1,6.4,6.2,5.8,4.6,10,6.1,5,4.6,6.7,5.94,5.8,3.11,8.66,6.8,0.8,6,17,14,5,4,4.1,7,3.9,8,6.8,4.2,4.6,6.2,6.11,9.74,4.1,7.07,6.34,6.6,1.62,1.38,297.18,326.32
4-Jan,96,3.8,3.4,9.4,8.6,8,4.8,6.2,6,5.4,4.6,7.5,5.5,5.3,4.5,6.1,5.67,6.46,3.07,8.44,1.5,0.8,7,21,9.1,4,3.4,6,5.8,4.3,5.5,6.5,5,4.2,6.5,5.54,10.2,4.07,13.1,5.93,6.5,1.51,1.36,298.69,327.68
5-Jan,97,3.7,3.3,8.6,8.2,7.2,4.7,18,5.8,5.2,4.5,5.5,4.5,4.5,4.5,7.3,5.6,5.97,3.02,8,1.1,0.8,9,15,4.4,5.2,23,7.8,8,4.2,5.3,5,4.7,4.2,7.2,5.35,6.12,4.05,11.7,6.22,6.95,1.58,1.45,300.27,329.13
6-Jan,98,3.7,3.3,7.6,7.8,6.4,4.4,175,5.6,5,4.5,5,4.1,4.2,43,8,5.44,5.83,2.96,7.66,4.6,0.81,8.1,8,3.5,6.6,192,8.4,8.4,4.1,5.2,4.8,4.6,16,7.8,5.64,5.58,3.98,10.7,16.29,16.25,4.15,3.4,304.43,332.53
7-Jan,99,3.6,3.4,6.6,7.4,5.8,4.3,44,18,4.8,4.3,4.2,4,4.2,9.5,6,5.13,5.59,2.86,6.95,4.2,0.8,7.4,7.8,4.9,3.6,52,22,6.4,4.1,5.2,4.7,4.6,10,5.7,5.75,4.96,3.93,7.61,7.93,8.72,2.02,1.82,306.45,334.36
8-Jan,100,3.5,3.3,5.8,7,5.4,4.2,23,80,4.6,4.2,3.5,3.9,4,7.2,5,4.5,5.34,2.83,6.76,3.2,0.8,7.2,7.4,4.3,3.4,34,88,4.6,4.1,4.8,4.7,4.6,8.5,6,5.32,5.89,4.17,10.3,9.69,11.12,2.47,2.33,308.92,336.68
9-Jan,101,3.5,3.3,5.1,6.6,5,4.1,17,88,4.4,4.1,3.7,3.6,4,5.9,5,4.38,5.03,2.83,6.87,4.3,0.81,6.5,7,4,3.9,17,97,7.2,3.6,4.9,4.4,4.3,6,5.6,5.13,6.85,4.23,8.06,9.6,10.57,2.45,2.21,311.36,338.89
10-Jan,102,3.5,3.5,4.9,6.2,4.6,3.9,13,31,4.2,4.1,4.1,3.7,4,5.2,4.6,17.5,4.78,2.84,6.62,4.1,0.8,6.1,6.6,3.4,4.6,15,51,4.6,3.3,5.4,4.6,4.3,4.5,6.1,26.3,5.39,4.13,6.4,6.96,8.77,1.77,1.83,313.14,340.72
11-Jan,103,3.5,3.6,4.8,5.8,4.5,5,12,20,4.1,4,3.8,3.5,3.9,76,4.3,18.7,4.82,3.4,6.1,4,0.8,6.1,6.2,2.9,9.8,15,27,4.4,3.9,4.7,4.3,4.3,62,5.8,24.8,8.55,3.91,6.29,10.1,10.78,2.57,2.25,315.71,342.98
12-Jan,104,3.3,3.4,4.7,5.4,4.4,34,11,19,3.9,3.8,4.2,3.4,4.2,52,4.3,6.2,34.5,158,5.86,4.6,0.8,6.3,5.8,3.7,45,8.9,18,5.2,4,5,4.2,5,45,5.9,5.88,23.4,132,6.71,19.24,17.65,4.9,3.69,320.61,346.67
13-Jan,105,3.5,3.2,4.6,5.2,10,12,12,14,3.8,3.7,4,3.5,18,7.9,4.1,7.13,57.1,54.5,5.63,5.2,0.8,5.9,5.6,11,19,17,13,6,3.7,4.6,4,20,7,5.3,7.03,33.7,52.7,7.02,12.31,12.03,3.14,2.52,323.75,349.19
14-Jan,106,3.2,3.2,4.6,4.9,48,59,11,12,3.7,3.7,3.8,3.6,40,22,3.8,6.28,19.5,11.8,5.54,5.2,0.8,5.3,8.4,73,78,6.2,12,4.8,4,4.5,3.8,54,20,5.3,6.03,13.3,13.3,6.91,14.19,17.1,3.62,3.58,327.37,352.76
15-Jan,107,3.2,3.2,4.6,4.7,18,30,10,11,3.6,3.7,3.8,4.1,16,20,3.7,5.85,16.5,7.99,5.5,4.3,0.8,5.6,7.9,13,34,4.3,14,4.6,3.9,4.6,3.5,17,22,5.6,5.78,11.4,9.76,6.69,9.23,9.41,2.35,1.97,329.72,354.73
16-Jan,108,3.2,3.2,4.4,4.6,13,24,8.8,10,3.5,3.6,3.7,4.9,10,12,3.6,5.59,12.9,7.06,5.45,3.9,0.8,5.1,7.5,6.9,25,5.8,10,4.4,3.8,4.2,3.7,8.9,13,5.4,5.53,10.4,7.96,6.1,7.55,7.28,1.93,1.52,331.65,356.25
17-Jan,109,3.2,3.1,4.2,4.5,10,22,7.8,9.2,3.4,3.5,3.8,3.6,8.8,9.3,3.4,5.39,11.2,6.31,5.23,2.1,0.79,4.8,7.3,5.6,19,14,13,4.2,3.9,4,4.1,7.5,9.3,5.2,5.59,9.88,7.46,5.06,6.73,6.99,1.72,1.46,333.36,357.71
18-Jan,110,3.3,3,4.2,4.4,9,80,7,8.4,3.3,3.7,4.1,2.8,7.2,8.3,3.4,5.13,7.43,5.76,5.22,1,0.8,4.5,7.3,5,105,7.8,7.2,4.4,3.8,4.3,4.3,7,12,5.3,5.26,9.44,6.86,5.82,9.24,10.9,2.36,2.28,335.72,359.99
19-Jan,111,3.2,3,4.2,4.3,8,40,6.4,7.4,3.2,3.7,3.5,3.4,5.6,7,3.4,5.08,5.56,5.48,5,4,0.8,4.4,7.3,4.5,54,3.4,4.5,4.2,4,4.2,4,6.4,10,5.3,5.29,8.97,5.96,6.29,6.71,7.76,1.71,1.62,337.43,361.62
20-Jan,112,3,3,4.1,4.2,7,19,6,7,3,3.6,3.3,3.1,4.9,6.5,3.2,4.94,5.23,5.52,5.1,4.5,0.78,4.4,2.8,4.1,23,3.3,4.2,3.9,4,4.3,4,5.2,8.3,5.4,5.31,8.66,5.58,6.33,5.35,5.69,1.36,1.19,338.79,362.81
21-Jan,113,3.1,3,4.1,4.1,6.4,30,5.6,6.6,3,4.3,3.2,3,4.4,5.9,3.1,4.79,6.5,5.2,5,4.1,2.3,4.3,2.6,4,44,3.2,5.8,3.9,4,4.4,4.1,5,7.5,5.4,5.07,9.72,5.49,6.11,5.86,6.89,1.49,1.44,340.28,364.25
22-Jan,114,3,3,4,4,5.8,20,5.3,6.2,2.9,4.1,3.1,3,4.2,5.9,3.1,4.7,8.82,4.91,5,1.3,3.9,4.3,3,3.6,30,3.2,8,3.9,3.7,4.5,4,4.6,6.5,5.3,4.81,11.7,5.45,5.9,5.32,6.19,1.36,1.3,341.64,365.54
23-Jan,115,3,3.1,4,3.9,5.4,12,5,5.8,2.8,4.3,3,2.9,3.9,5.5,3,4.6,6.88,9.21,4.84,2.7,3.9,4.3,5.3,3.8,12,3,5.2,3.8,3.5,4.4,3.9,4.4,6,5,4.79,10,10.5,5.83,4.9,5.39,1.25,1.13,342.89,366.67
24-Jan,116,2.9,4.3,4,3.8,5,11,4.7,5.4,2.8,4,2.9,3.9,3.4,5.3,2.9,4.57,6.82,8.21,49.8,3.1,4.9,4.3,6.2,4.4,13,3,4.7,5,3.9,4,4.8,4.4,5.5,4.9,4.71,10.5,8.45,43.2,7.14,7.52,1.82,1.57,344.71,368.24
25-Jan,117,2.9,4.2,3.9,3.7,4.5,9.5,4.5,5.2,2.7,46,2.8,4.5,3,5.1,2.9,4.53,6.05,6.08,24.9,3,0.97,4.2,5.5,3,12,3,8,5.6,48,4.2,4.4,4.3,4.8,4.8,4.6,9.22,6.46,23.8,7.73,8.41,1.97,1.76,346.68,370
26-Jan,118,3,3.8,3.9,3.6,4.2,8.6,4.4,5,2.6,35,2.8,3.6,2.8,4.6,2.8,4.44,9.77,5.9,12.5,4.2,3.6,4,3.2,2.2,12,3,10,5.7,34,4.5,4.2,4,4.4,4.8,4.66,12.2,6.32,13,6.49,7.37,1.65,1.54,348.34,371.54
27-Jan,119,2.9,3.8,3.9,3.5,4,7.6,4,4.8,2.5,12,2.8,5.2,2.4,4.2,2.7,4.44,7.46,5.68,9.67,4,4.9,3.8,2.7,4,11,2.9,7.3,5.8,8.6,4.4,4.9,3.8,4.4,4.5,4.66,11.5,6.24,9.72,4.92,5.74,1.25,1.2,349.59,372.74
28-Jan,120,2.8,4,3.8,3.5,3.8,7,3.8,4.7,2.5,9,2.7,4.5,2.4,3.9,2.7,4.43,6.36,5.47,9.15,3.9,5.1,3.7,3,5.3,11,2.8,5.8,5,5.9,4.3,5,3.9,4.2,4.3,4.61,9.67,6.23,9.27,4.55,5.42,1.16,1.13,350.75,373.88
29-Jan,121,2.8,4.1,3.8,3.5,3.8,6.8,3.7,4.4,2.5,8,2.6,4.4,2.6,3.7,2.6,4.42,5.84,5.22,8.63,2.6,1,3.7,4.5,3.9,13,4.6,4.8,5.6,9.8,4.2,4.5,3.6,4.2,4.2,4.54,8.83,5.63,9.03,4.39,5.38,1.12,1.13,351.87,375
30-Jan,122,2.9,3.8,3.7,3.4,3.7,6.9,3.5,4.8,2.6,6.5,2.6,4,10,3.6,2.6,4.43,5.52,5.08,8.08,4,0.8,3.6,5.5,3.1,14,5.4,5.8,4,5.5,4.1,4.5,12,4,4.3,4.43,8.4,5.4,8.45,4.62,5.65,1.18,1.18,353.05,376.18
31-Jan,123,2.9,3.4,3.4,3.4,3.7,6.7,3.5,4.6,2.5,6,3,3.9,64,3.5,2.6,4.51,5.39,4.87,7.85,4.1,0.75,3.5,5.4,2.7,14,4.2,4.4,3.7,5.2,4.4,4.5,77,3.9,4.2,4.55,8.92,5.21,8.51,7.35,8.9,1.87,1.86,354.92,378.04
1-Feb,124,2.8,3.4,3.2,3.4,3.5,6.2,3.4,4.5,2.4,5.8,3,5.4,21,3.4,2.5,7.64,5.28,4.74,7.2,2.3,0.75,3.6,5.3,3,8.3,5,5.5,3.6,4.4,4.2,8.9,23,3.7,4.6,6.21,8.81,5.45,8.11,5.2,6.04,1.32,1.26,356.25,379.31
2-Feb,125,2.7,3.4,3.2,3.4,3.5,5.9,3.3,4.5,2.4,5.5,3.1,5.2,9.5,3.4,2.5,4.26,5.02,4.4,6.72,3.3,0.77,3.7,5.3,2.2,11,2.7,6.5,4.4,4.4,4.1,7.8,12,3.7,4.5,5.05,8.58,5.04,7.51,4.31,5.4,1.1,1.13,357.34,380.44
3-Feb,126,2.8,3.3,3.1,3.3,3.4,12,3.3,4.4,2.4,5,3.2,4.1,6.1,3.3,2.4,6.08,4.79,3.86,5.8,4,0.78,3.6,5.3,2.3,18,4.2,3.6,4.3,4.4,4,5.1,8,3.6,4.3,5.74,8.15,4.48,7.05,4.35,5.31,1.11,1.11,358.45,381.55
4-Feb,127,3.1,3.3,3.2,3.3,3.4,14,3.1,4.2,2.4,4.8,2.8,3.9,4.3,3.2,2.4,12.6,4.64,4.3,8.13,3.7,0.81,3.6,3.8,3.5,21,5.4,3.9,4.2,4.3,3.9,4.9,7,3.7,4.3,16.7,7.12,4.71,10.7,4.79,6.17,1.22,1.29,359.67,382.84
5-Feb,128,2.9,3.3,3.2,3.2,3.4,49,3.1,4.2,2.4,4.4,2.5,5.3,3.1,3.1,2.4,6.22,4.55,4.23,29.2,3.4,0.75,3.6,2,2.5,59,5.6,3.5,4,4.2,4.1,4.5,6.5,3.6,4.3,6.31,7,5.34,36.8,7.35,8.79,1.87,1.84,361.55,384.68
6-Feb,129,3,3.2,3.2,3.2,3.4,22,3,4.1,2.4,4.3,2.6,5,2.4,3.1,2.4,5.26,4.39,3.99,15.2,4.1,0.76,3.5,3.5,2.5,33,5.8,9,4.4,4,4.1,5,5.2,3.6,4.3,5.6,6.94,5.39,22.2,5.06,6.99,1.29,1.46,362.84,386.14
7-Feb,130,2.7,3.2,3.2,3.2,3.5,13,3,4.1,2.3,4.1,2.4,4.4,2,3,2.3,4.75,4.47,3.94,8.63,2.6,0.78,3.5,5.2,3.7,21,4.2,8,5,4,4,5.7,4.7,3.5,4.2,5.23,7.01,5.16,15.3,4.12,5.94,1.05,1.24,363.89,387.38
8-Feb,131,2.6,3.1,3,3.2,6,11,2.9,4,2.4,4,2.5,4.2,2.2,2.9,2.3,4.5,10,3.8,7.8,3.4,0.86,3.3,5.1,6.4,9.3,2.7,7,5.2,4,4,4.6,4.4,3.5,4.1,5.08,9.26,4.88,16.5,4.34,5.45,1.11,1.14,364.99,388.52
9-Feb,132,8.6,3,3,3.1,6.6,9,2.9,4,2.3,3.8,2.6,4,2.3,2.9,2.3,4.51,8.64,3.79,7.42,5.6,0.81,3.4,5,4,5.2,2.7,6.8,5,4,4.8,4.7,4,3.5,4.1,5.34,7.24,4.87,13.3,4.46,4.97,1.14,1.04,366.13,389.56
10-Feb,133,52,3,2.8,3.1,4.8,7.6,2.9,3.9,2.3,3.7,2.4,3.9,2.1,2.8,2.2,4.32,6.66,3.83,7.26,40,0.79,3.1,5,2.8,6,4.2,6.6,5,4.1,3.9,4.4,4.3,3.4,4.1,4.93,7.76,5.49,10.2,6.4,6.64,1.63,1.39,367.76,390.95
11-Feb,134,16,10,2.7,3,4.3,7,2.8,3.9,4.8,3.7,2.3,3.5,2.6,2.7,2.2,4.09,5.54,3.8,6.93,14,8.8,2.6,4.9,2.5,15,4.1,6.6,8,4.1,3.8,4.4,5,3.1,4,4.2,7.06,5.51,10.7,4.83,6.23,1.23,1.3,368.99,392.25
12-Feb,135,8.6,5,2.7,3,4,6.6,2.8,3.9,30,3.5,2.3,3.8,3,2.7,2.2,4.2,4.99,6.07,6.64,8.2,1.4,3.4,4.8,2.5,12,4,6.4,38,4.4,3.7,3.9,5.6,3,3.8,4.17,6.8,7.72,10.2,5.58,7.05,1.42,1.47,370.41,393.72
13-Feb,136,5.2,3.8,2.7,3.1,3.9,6.2,2.7,3.8,15,3.4,2.2,4.1,2.8,2.6,2.3,4.58,4.74,4.64,6.54,5.2,0.9,3.2,4.8,2.8,10,3.4,6.2,18,4.6,3.6,4.3,5.4,3,3.5,4.72,6.59,5.17,10.2,4.44,5.56,1.13,1.16,371.55,394.89
14-Feb,137,4.2,3.5,2.7,3.2,3.8,6,2.7,3.8,9,3.3,2,3.3,2.6,2.7,2.3,4.73,4.34,4.21,6.53,5.8,0.85,3.3,4.8,2.8,10,4,6.2,12,4.6,3.8,4.6,5.3,2.9,3.7,5.1,6.34,5.01,8.83,3.94,5.26,1,1.1,372.55,395.99
15-Feb,138,3.5,3.3,2.7,3,3.9,5.8,2.6,3.8,5.8,3.3,2.1,3,2.6,2.5,2.2,4.62,4.23,4.47,6.55,6,0.84,3.3,4.7,2.5,10,5.4,6,9.6,4.5,4.5,4.3,5.5,2.9,3.6,4.71,6.41,5.2,8.35,3.68,5.17,0.94,1.08,373.49,397.07
16-Feb,139,3.4,3.4,2.6,3,4.3,5.6,2.6,3.8,4.8,3.3,2.8,2.9,2.4,2.6,2.2,19.5,4.15,5.81,6.25,4.9,0.85,3.2,4.7,3.6,9.9,5.4,5.8,8.2,4.8,3.9,4.3,5.2,2.8,3.6,26,6.46,5.95,7.66,4.5,6.17,1.15,1.29,374.63,398.36
17-Feb,140,3.3,3.5,2.6,3,4.4,14,2.5,3.7,4.2,3.2,2.6,3,2.4,2.5,2.2,16.1,4.07,4.77,5.92,4.8,0.83,3.2,4.7,3.3,17,5.4,5.7,7.4,4.8,4,4.3,4.5,2.8,3.4,21.3,6.37,5.54,6.72,4.63,6.11,1.18,1.28,375.81,399.64
18-Feb,141,3.2,3.4,2.6,2.9,3.9,12,2.5,32,3.9,3.2,6,2.8,2.3,2.5,2.1,7.02,4.31,4.44,5.72,4.8,0.79,3.2,4.6,2.7,13,5.4,26,6.9,4.8,5.3,4.2,4,2.8,3.4,6.08,6.7,6.04,6.2,5.62,6.15,1.43,1.29,377.25,400.92
19-Feb,142,3.2,3.3,2.6,2.8,3.7,9,2.5,16,3.8,3.1,11,2.7,2.2,2.4,2,6.41,7.81,4.37,5.53,4.5,0.78,3,4.5,4.8,12,6.3,21,6.8,4.8,8,4.2,4.3,3,3.4,5.47,10.8,6.08,5.95,4.97,6.3,1.27,1.32,378.51,402.24
20-Feb,143,3.2,3.3,2.5,2.7,3.6,7,2.5,11,3.5,3,7,2.8,2.2,2.4,2,7.94,6.17,20.2,5.46,4.3,2.7,3,4.5,4.7,11,7.3,12,6.3,4.7,6,4.1,4.5,2.9,3.4,6.62,8.61,20.8,5.84,5.18,6.49,1.32,1.36,379.83,403.6
21-Feb,144,3.1,5.2,2.4,2.7,3.5,5.8,2.4,8.4,3.4,3,4,2.5,2.2,3.2,2.1,9.83,5.08,136,5.34,4.2,5.5,3,4.5,3.5,10,7.3,9.8,6.1,4.6,4.3,4.1,4.8,3.1,3.4,7.94,7.44,152,5.75,11.06,13.23,2.82,2.77,382.65,406.36
22-Feb,145,3,6.6,2.4,2.7,3.4,5.2,2.4,7.6,3.3,3,3.5,2.6,2.3,3.1,2,5.96,5.22,37.7,5.14,4.4,6.2,3,4.5,3.1,7.4,7.1,9.2,5.9,4.6,4.1,4.2,4.6,3.1,3.2,5.11,7.68,38.2,5.45,5.64,6.9,1.44,1.44,384.09,407.81
23-Feb,146,2.9,4.6,2.5,2.7,3.4,5,2.4,6.6,3.3,3,3.2,3.1,2.2,2.7,1.9,5.31,34.5,11.6,5,4.2,4.8,3,4.5,2.5,7.7,7.1,8.7,5.9,4.6,4,4.3,4.6,3.1,3.2,4.9,27.2,10.9,5.22,5.57,6.34,1.42,1.33,385.51,409.13
24-Feb,147,2.9,4.1,2.5,2.7,3.3,4.8,2.3,5.8,3.2,3.2,3,2.7,2.2,2.7,2,10.6,49.3,8.93,5.05,3.9,4.5,2.6,4.4,2.5,9.8,7.1,8.1,5.9,4.8,4.2,4.2,4.6,3,3,6.39,55.2,8.47,4.99,6.38,7.77,1.63,1.63,387.14,410.76
25-Feb,148,2.9,3.9,2.4,2.7,3.2,4.5,2.3,5.4,3.2,3.2,2.8,2.9,2.2,2.6,1.9,155,103,7.95,4.95,3.9,4.4,0.61,4.4,2.7,8.4,7,7.7,5.7,4.9,4.2,4.4,4.4,2.9,3.4,103,144,16.9,4.8,16.68,17.77,4.25,3.72,391.39,414.47
26-Feb,149,2.8,4.7,2.4,2.6,3.2,4.3,2.3,5,3.2,4.4,2.6,2.7,2.3,2.5,1.9,24.1,59,7.59,4.95,4,5.5,0.7,4.3,2.9,7.8,4.8,7.4,5.8,6,4.1,4.3,4.4,2.8,3.3,17.3,83.1,13.5,4.9,7.5,9.84,1.91,2.06,393.3,416.53
27-Feb,150,2.7,6,2.4,2.5,3.2,4.1,2.3,4.7,7.4,3.7,2.4,3,2.4,2.4,1.9,20.2,20.4,6.83,4.88,3.8,6.6,0.62,4.3,4,7.6,3.2,7.1,9.2,5.5,3.9,4.2,4.4,2.8,3.3,15.5,30.8,11.4,5.03,5.44,7.01,1.39,1.47,394.69,418
28-Feb,151,2.6,4.8,2.4,2.6,3.1,3.9,2.3,4.5,12,3.3,2.5,2.7,2.4,2.4,1.9,14.6,14.1,8.24,4.82,3.7,5,0.63,4.5,3.3,7.4,3.2,6.4,15,5,3.9,4.1,4.4,2.7,3.2,14,22.3,15.2,5.43,5.01,6.81,1.28,1.42,395.97,419.42
1-Mar,152,2.6,4.4,2.3,3.5,3.1,3.8,2.3,4.3,8,3.2,2.3,2.5,2.3,2.4,1.9,16.8,58.7,10.8,4.72,3.6,5.4,2.7,5.3,2.6,6,3,6.6,9.2,4.3,3.7,4.6,4.1,2.6,3.3,14.5,64.8,19.6,5.19,7.36,9,1.88,1.88,397.84,421.3
2-Mar,153,2.7,4.1,2.3,6.6,3.1,3.7,2.3,4.2,6,3.2,2.2,2.4,2.2,2.3,1.9,14.2,75.1,8.39,4.53,3.6,4.8,2.9,8,2.5,4.9,3.5,6.3,7,4.4,3.7,4.4,3.6,2.6,3.1,12.3,86.9,15.1,5.08,7.97,9.72,2.03,2.03,399.87,423.34
3-Mar,154,2.6,7.6,2.3,6.6,3.1,3.7,2.2,4.2,5.6,3.3,2.2,2.6,2.4,2.2,1.9,12.5,23.5,6.97,4.35,3.5,9,2.9,10,2.6,3.7,3.4,6.1,6.4,4.5,3.5,4.6,3.4,2.4,3,10.1,26.5,11.5,4.94,5.25,6.42,1.34,1.34,401.21,424.68
4-Mar,155,2.5,9.4,2.3,4.5,3,3.5,2.2,9.2,4.9,3.1,2.2,2.6,2.4,2.2,1.8,12.1,17.8,6.35,4.35,3.5,9,2.9,6.9,2.9,5.8,3.3,9.5,6,3.9,3.4,4.6,3.4,2.4,3.1,9.46,18.2,10.3,4.91,5.07,5.97,1.29,1.25,402.51,425.93
5-Mar,156,2.4,6.6,2.3,6.3,2.9,3.5,2.2,7.1,4.2,3,4.6,2.4,2.3,2.2,1.7,12,25.5,5.87,4.21,3.4,6.8,3,9.7,2.5,5.9,3.3,8.6,5.8,3.7,4.2,4.3,3.3,2.5,3,8.98,17.6,7.36,4.73,5.33,5.72,1.36,1.2,403.87,427.13
6-Mar,157,2.3,5.7,2.3,19,2.9,3.4,2.2,6,4.4,3,21,2.6,2.3,2.1,1.8,9.11,21.6,5.36,4.15,3.4,5.8,3,28,2.5,5.8,3.2,7.5,7,3.7,7.8,4.3,3.2,2.6,3,8.48,16.9,7.53,4.6,6.38,6.75,1.63,1.41,405.49,428.54
7-Mar,158,2.2,5,2.3,10,3,3.3,2.2,5.7,8.6,3.2,16,3.4,2.3,2,1.8,7.23,19.7,5.27,4.14,3.3,5.3,2.9,16,2.5,5.8,3.2,7.6,13,3.9,6.5,4.8,3.2,2.4,3,7.97,15,8.46,4.48,5.65,6.28,1.44,1.31,406.93,429.85
8-Mar,159,2.2,4.7,2.2,6.8,5.6,3.3,2.2,18,15,3.7,10,24,2.5,2,1.7,6.33,25.4,5.12,4.07,3.3,5,2.9,9.9,7,5.6,3.2,21,22,4,4.9,27,3.2,2.4,2.9,8.64,25.4,9.12,4.43,7.62,9.05,1.94,1.89,408.87,431.74
9-Mar,160,2.2,7.8,2.2,5.6,4.6,3.3,2.2,24,8.4,3.6,6.5,39,2.6,2,1.7,31.8,13.7,4.97,3.97,3.2,11,2.9,5.4,4.5,5.4,3.1,28,13,4,5.5,44,3.4,2.4,3,34.8,19.5,8.63,4.41,8.95,10.85,2.28,2.27,411.16,434.01
10-Mar,161,2.2,34,2.2,5,4,7,2.2,10,6.2,3.4,6,12,2.9,2,2.2,110,10.2,4.74,3.96,3.2,52,2.9,3.7,3.5,9,3.1,14,10,3.9,4.6,16,3.6,2.5,3.3,122,15.7,7.98,4.39,12.12,15.02,3.09,3.14,414.24,437.15
11-Mar,162,2.2,12,2.2,5,3.6,12,2.6,8,9.8,3.5,11,13,3.6,2,3.8,65,9.59,4.94,3.96,3,18,2.8,5.8,3,14,3.3,12,14,3.9,7,13,4,2.7,4.5,81.8,12.1,8.36,4.43,9.36,11.46,2.39,2.4,416.63,439.55
12-Mar,163,2.1,8.8,2.2,5,3.4,18,2.2,7,10,3.9,13,11,36,2.1,2.4,25.9,9.67,4.78,3.96,3.1,13,2.9,7.2,2.9,17,3.3,10,12,4,8.2,18,39,2.7,3.6,36.3,12.4,7.85,4.41,9.02,10.94,2.3,2.29,418.93,441.84
13-Mar,164,2.1,7.3,2.2,4.6,3.3,49,2.6,6.6,6.8,3.9,8.8,39,43,2.2,1.9,21.4,9.2,5.32,3.93,3.1,11,2.7,6.5,2.9,39,3.5,9.4,9.4,4,6,57,44,2.4,3.3,29.6,11.4,7.75,4.25,11.74,13.54,2.99,2.83,421.92,444.67
14-Mar,165,2.1,8.1,2.2,4.4,3.2,76,15,6.3,6.4,4.7,6.7,38,11,2,1.7,15.9,8.91,4.55,4.46,3.1,12,2.7,6.6,2.7,83,18,9.4,8.8,4.5,6.5,59,10,2.4,3.2,21.4,11,7.76,4.87,11.66,14.58,2.97,3.05,424.9,447.72
15-Mar,166,2.1,7.7,2.1,4.3,3.2,24,70,6.2,5.9,9.4,5.7,24,9.3,2.2,1.7,14,8.17,4.59,33.3,3.1,12,2.7,5.9,2.9,31,90,9.2,9.8,5.7,6.8,38,11,2.6,3.3,18.2,10.7,7.42,15.9,12.52,15.06,3.19,3.15,428.09,450.87
16-Mar,167,2.1,12,3.4,4.1,3.2,13,25,6,6.2,8.8,5.4,37,8.3,2.2,1.6,21.6,7.66,4.59,13.7,3.2,18,3.6,5.6,3.6,19,27,8.7,11,10.2,5.8,63,9,2.5,3.1,31.7,9.72,7.14,15.4,9.78,13.54,2.49,2.83,430.58,453.7
17-Mar,168,2.2,8.5,11,4,3.2,11,13,5.5,7.8,11.6,7,40,6.8,2.2,1.7,46.4,5.72,4.54,6.88,3.3,15,12,5.6,4.4,14,15,8.1,14,14,5.2,73,7.6,2.3,3.2,68.9,9,6.53,8.41,10.48,15.24,2.67,3.19,433.25,456.89
18-Mar,169,2.2,7,20,4,3.2,9,10,5.4,12,16.8,31,69,6.2,2.2,1.7,24.7,5.47,4.48,5.93,3.3,11,22,5.4,4.3,13,12,8,15,19.2,23,128,7.3,2.4,3.2,36.1,8.55,6.65,6.65,12.65,17.63,3.22,3.69,436.47,460.57
19-Mar,170,2.2,6.4,11,3.9,3.1,7,8.4,5.4,18,27,21,91,5.7,2,1.8,14.8,5.45,4.42,5.49,3.4,10,13,5.3,3.4,11,9,8.2,24,30.5,18,174,6.9,2.4,3.2,20.2,8.4,6.51,5.97,12.85,19.13,3.27,4,439.75,464.57
